,Presynaptic layer,Postsynaptic layer,Presynaptic Schneider-Mizell type,Postsynaptic Schneider-Mizell type,synapses per connection,column radius (um),dataset,citation
15130,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15131,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15132,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15133,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15134,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15135,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15136,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15137,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15138,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15139,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15140,L3,L2,PTC,L2c,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15141,L3,L6,PTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15142,L3,L4,PTC,L4c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15143,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15144,L3,L4,PTC,L4b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15145,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15146,L3,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15147,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15148,L3,L3,PTC,DTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15149,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15150,L3,L2,PTC,L2b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15151,L3,L2,PTC,L2b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15152,L3,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15153,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15154,L3,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15155,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15156,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15157,L3,L2,PTC,L2a,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15158,L3,L3,PTC,L3a,11,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15159,L3,L2,PTC,L2c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15160,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15161,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15162,L3,L4,PTC,DTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15163,L3,L5,PTC,L5ET,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15164,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15165,L3,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15166,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15167,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15168,L3,L4,PTC,L4a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15169,L3,L3,PTC,STC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15170,L3,L6,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15171,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15172,L3,L5,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15173,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15174,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15175,L3,L4,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15176,L3,L4,PTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15177,L3,L2,PTC,L2c,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15178,L3,L2,PTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15179,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15180,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15181,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15182,L3,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15183,L3,L2,PTC,L2a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15184,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15185,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15186,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15187,L3,L2,PTC,L2a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15188,L3,L4,PTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15189,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15190,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15191,L3,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15192,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15193,L3,L2,PTC,L2c,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15194,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15195,L3,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15196,L3,L2,PTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15197,L3,L2,PTC,L2c,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15198,L3,L2,PTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15199,L3,L2,PTC,L2a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15200,L3,L2,PTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15201,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15202,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15203,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15204,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15205,L3,L2,PTC,L2a,9,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15206,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15207,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15208,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15209,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15210,L3,L4,PTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15211,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15212,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15213,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15214,L3,L3,PTC,PTC,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15215,L3,L6,PTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15216,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15217,L3,L2,PTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15218,L3,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15219,L3,L3,PTC,ITC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15220,L3,L2,PTC,L2c,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15221,L3,L2,PTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15222,L3,L3,PTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15223,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15224,L3,L2,PTC,L2a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15225,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15226,L3,L2,PTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15227,L3,L2,PTC,L2a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15228,L3,L3,PTC,L3a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15229,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15230,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15231,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15232,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15233,L3,L2,PTC,L2b,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15234,L3,L3,PTC,L3a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15235,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15236,L3,L2,PTC,L2b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15237,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15238,L3,L2,PTC,L2a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15239,L3,L6,PTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15240,L3,L3,PTC,L3a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15241,L3,L5,PTC,L5ET,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15242,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15243,L3,L6,PTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15244,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15245,L3,L2,PTC,L2a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15246,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15247,L3,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15248,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15249,L3,L4,PTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15250,L3,L2,PTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15251,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15252,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15253,L3,L2,PTC,DTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15254,L3,L3,PTC,L3a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15255,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15256,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15257,L3,L2,PTC,L2b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15258,L3,L5,PTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15259,L3,L2,PTC,L2b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15260,L3,L5,PTC,PTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15261,L3,L5,PTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15262,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15263,L3,L4,PTC,L4b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15264,L3,L3,PTC,L3b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15265,L3,L3,PTC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15266,L3,L3,PTC,L3a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15267,L3,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15268,L3,L2,PTC,L2b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15269,L3,L2,PTC,L2b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15270,L3,L5,PTC,L5ET,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15271,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15272,L3,L2,PTC,L2b,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15273,L3,L5,PTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15274,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15275,L3,L2,PTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15276,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15277,L3,L4,PTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15278,L3,L2,PTC,L2c,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15279,L3,L3,PTC,L3a,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15280,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15281,L3,L5,PTC,L5ET,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15282,L3,L2,PTC,L2c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15283,L3,L5,PTC,L5ET,26,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15284,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15285,L3,L6,PTC,L6short-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15286,L3,L3,PTC,PTC,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15287,L3,L2,PTC,L2b,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15288,L3,L2,PTC,L2c,13,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15289,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15290,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15291,L3,L5,PTC,L5a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15292,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15293,L3,L2,PTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15294,L3,L6,PTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15295,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15296,L3,L2,PTC,L2b,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15297,L3,L3,PTC,L3a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15298,L3,L3,PTC,PTC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15299,L3,L2,PTC,L2a,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15300,L3,L2,PTC,L2a,10,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15301,L3,L2,PTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15302,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15303,L3,L3,PTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15304,L3,L6,PTC,L6tall-a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15305,L3,L6,PTC,DTC,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15306,L3,L3,PTC,L3b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15307,L3,L6,PTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15308,L3,L2,PTC,L2c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15309,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15310,L3,L3,PTC,L3a,8,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15311,L3,L2,PTC,L2c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15312,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15313,L3,L2,PTC,L2a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15314,L3,L2,PTC,L2b,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15315,L3,L3,PTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15316,L3,L4,PTC,L4b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15317,L3,L3,PTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15318,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15319,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15320,L5,L4,DTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15321,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15322,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15323,L5,L6,DTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15324,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15325,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15326,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15327,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15328,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15329,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15330,L5,L6,DTC,L6wm,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15331,L5,L6,DTC,L6tall-a,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15332,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15333,L5,L6,DTC,L6short-b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15334,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15335,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15336,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15337,L5,L6,DTC,L6tall-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15338,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15339,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15340,L5,L6,DTC,L6tall-c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15341,L5,L5,DTC,L5b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15342,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15343,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15344,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15345,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15346,L5,L6,DTC,L6tall-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15347,L5,L6,DTC,L6tall-b,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15348,L5,L6,DTC,L6wm,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15349,L5,L3,DTC,ITC,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15350,L5,L6,DTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15351,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15352,L5,L6,DTC,L6short-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15353,L5,L6,DTC,L6tall-a,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15354,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15355,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15356,L5,L4,DTC,ITC,7,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15357,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15358,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15359,L5,L6,DTC,L6short-b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15360,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15361,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15362,L5,L6,DTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15363,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15364,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15365,L5,L6,DTC,L6tall-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15366,L5,L5,DTC,ITC,5,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15367,L5,L3,DTC,L3b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15368,L5,L5,DTC,PTC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15369,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15370,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15371,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15372,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15373,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15374,L5,L6,DTC,L6tall-c,6,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15375,L5,L4,DTC,L4a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15376,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15377,L5,L6,DTC,L6short-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15378,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15379,L5,L6,DTC,L6tall-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15380,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15381,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15382,L5,L6,DTC,L6tall-b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15383,L5,L6,DTC,L6tall-b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15384,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15385,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15386,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15387,L5,L5,DTC,ITC,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15388,L5,L5,DTC,L5b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15389,L5,L6,DTC,L6tall-c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15390,L5,L5,DTC,L5b,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15391,L5,L6,DTC,L6tall-c,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15392,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15393,L5,L5,DTC,L5a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15394,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15395,L5,L3,DTC,L3a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15396,L5,L4,DTC,L4c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15397,L5,L6,DTC,L6tall-b,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15398,L5,L6,DTC,L6tall-c,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15399,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15400,L5,L6,DTC,L6tall-c,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15401,L5,L4,DTC,ITC,4,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15402,L5,L2,DTC,L2c,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15403,L5,L6,DTC,L6tall-a,3,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15404,L5,L6,DTC,L6short-a,1,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15405,L5,L6,DTC,L6short-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15406,L5,L6,DTC,L6tall-b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15407,L5,L6,DTC,L6tall-a,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
15408,L5,L6,DTC,L6short-b,2,50,Schneider-Mizell2024,schneider-mizell_cell-type_2024
