firing rate (Hz),region,layer,spiking class,citation,dataset,stimulus orientation (degrees),temporal frequency (Hz)
1.9728327573400108,APN,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2520415555313395,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.4100772451983006,NOT,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.247533609945609,VISp,L2,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.154044561020087,SUB,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0557747548521004,SUB,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.955303548672208,SUB,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.9356248500501616,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
3.2262378106143945,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.350506037575747,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.7577015600533377,SUB,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
6.350811800510266,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.123350938157796,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
6.8278923701799945,SUB,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.800826324290096,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.14713907715651,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.317005887073553,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.186055564106113,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.39021846754392,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.7566391837704405,VISp,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.3378355706553805,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
4.289874321718322,LGd,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.0663985176810719,VISp,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.019349780012068,CA3,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
27.995201384041696,CA3,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
3.404678018320016,VISl,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2541595517963088,VISpm,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.6338102003000091,VISl,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.8021908550163023,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
33.62424004966682,VISl,L5,FS,siegle_survey_2019,Siegle2019,optimal,optimal
0.403171695168921,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.24881851683554,CA1,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.284564365854488,ZI,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
5.109497412160542,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
5.138786962332154,MB,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.0358166081414968,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1168613609185278,VISl,L5,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.8437535624918644,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2783425141877663,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.1524509571982613,VISl,L4,RS,siegle_survey_2019,Siegle2019,optimal,optimal
10.56032937713663,grey,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
1.3072536782749864,VISl,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
0.2964029063297206,VISl,L3,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.092639992315743,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.880169157423648,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.3390211117240067,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.241675310338217,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
6.144307164675765,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
12.252604874638438,CA3,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
2.722683416827608,CA3,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
19.24388398839901,CA1,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
4.233038299203701,CA1,L1,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.3073331945522633,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
12.922954210709817,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.658292730156342,CA1,L1,RS,siegle_survey_2019,Siegle2019,optimal,optimal
5.16685188839246,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
4.777670074704363,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.1290760463813365,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.7611159592496977,CA1,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
6.295214398554824,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
7.3298555739922975,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.6107356970030309,CA3,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.242449062848219,VISl,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
1.0886500801941894,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
8.576825874992936,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
2.371755051567891,VISl,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
11.851244697673186,CA3,,FS,siegle_survey_2019,Siegle2019,optimal,optimal
11.64686146106585,grey,,RS,siegle_survey_2019,Siegle2019,optimal,optimal
10.603577679596471,VISl,L6a,RS,siegle_survey_2019,Siegle2019,optimal,optimal
3.2057204336421554,VISl,L5,RS,siegle_survey_2019,Siegle2019,optimal,optimal
